Entry ID,word,definition,plural form,recordings,categories,breakdowns,stress,plural stress,variants,see alsos,public notes,private notes,tags
1077,yo'oxs,"wash (face, hands, body, etc)",hiyo'oxs,,transitive verb,,1,2,,,,verb - check transitivity,
1078,maaks,wash clothes; put into water,,,verb,,,,,,,verb - check transitivity,
1079,lix,watch,,,verb,,,,,,,verb - check transitivity,
1080,aks,water; river,,,noun,,,,,,,,
,aks,drink; be wet,,,intransitive verb,,,,,,,,
1081,ts'itxs,waterfall,,,noun,,,,,,,,
1082,miksihl; muxsihl,weasel,,,noun,,2,,,,,,
1083,lit,wedge,lilit,,noun,,,2,,,,,
1084,ha'niigwila'lsa,Wednesday,,,noun,,4,,,,,,
1085,nuuhlx_xw,be wet (of a person),,,intransitive verb,,,,,,,,
1086,agwi; agu; gwi; gu,what,,,noun,,2; 2; 1; 1,,,,WH question word,,
1087,gyax_gu,when,,,adverb,,2,,,,WH question word,,
1088,nda; hinda,where; how; when,,,adverb,,1; 2,,,,WH question word,,
1089,daasgyan,whetstone,,,noun,,?,,,,,,
1090,ts'a'lixs,whirlpool,,,noun,,1,,,,,,
1091,.'yimk,whiskers; beard,,,noun,,,,,,,,
1092,hax_sgwiikws,whistle,,,noun,,2,,,,,,
1093,git'wink_; git'wink_xw,whistle,,,intransitive verb,,2,,,,,,
1094,maaxwsxw,be white,mismaaxwsxw,,intransitive verb,,,2,,,,,
1095,.'maas ol,white bear; Kermode bear; Ursus carmodi,,,noun,,2,,,,,,
1096,hloots',whitefish,,,noun,,,,,,,,
1097,amksiwaa; k_'amksiwaa; amxsiwaa,White person,,,noun,,3,,,,,,
1098,naa,who,,,noun,,,,,,WH question word,,
1099,ts'ins jakw,widow; widower,,,noun,,2,,,,,,
1100,am 'waasan,willow species,,,noun,,2,,,,,,
1101,giis,willow species,,,noun,,,,,,,,
1102,x_hlaahl,red willow bush,,,noun,,,,,,,,
1103,x_sdaa,win,,,intransitive verb,,,,,,,,
1104,bahasxw; baasxw,wind,,,noun,,1,,,,,,
1105,tk'uts'ilksxw,wind-devil,,,noun,,2,,,,,,
1106,aluug_oyp'ax_,window,,,noun,,3,,,,,,
1107,g_al'ame,windpipe,,,noun,,3,,,,,,
1108,k_'aax,wing; feather,,,noun,,,,,,,,
1109,gimk,wipe,limlimk,,verb,,,2,,,,verb - check transitivity,
1110,.'wii hoo'osxw,be wise,,,intransitive verb,,2,,,,,,
1111,haldawgit,witchcraft,,,noun,,2,,,,,,
1112,di,with,,,,,,,,prefix,,,
1113,sak_'ap,without purpose,,,preverb,,1,,,,,,
1114,gibuu,wolf,,,noun,,2,,,,,,
1115,lax_ gibuu,Wolf phratry,,,noun,,3,,,,,,
1116,naag_ets,wolverine,,,noun,,2,,,,,,
1117,hanak_',woman,haanak_',,noun,,2,2,,,,,
1118,ansgimhlxw,womb; uterus,,,noun,,2,,,,,,
1119,gihl'wintsxw; gihl'winsxw,woodpecker species,,,noun,,2,,,,,not sure the t belongs there?; is this the flicker?,
1120,gililix,woods; forest,,,noun,,2,,,,,,
1121,wilplakw,woodshed,,,noun,,2,,,,,,
1122,hahla'lst,work,g_ahahla'lst,,intransitive verb,,2,3,,,,,
1123,ha'niijok_,world,,,noun,,3,,,,,,
1124,hleek_,be worn,,,verb,,,,,,,verb - check transitivity,
1125,wantxw,worry,,,psychological verb,,,,,,,,
1126,hlimoo'lt,wrap,,,transitive verb,,2,,,,,verb - check transitivity,
1127,ts'it'uxsda,wren,,,noun,,2,,,,,,
1128,hamom,wrist,,,noun,,2,,,,,,
1129,giis,be wrong; missÂ ,gisgiis,,intransitive verb,,,2,,,,,
1130,k'uuhl,year,guhlk'uuhl,,noun,,,2,,,,,
1131,ee'e,yes,,,particle,,1,,,,,,
1132,ky'oots,yesterday,,,adverb,,,,,,,,
,k'i'y,one (thing),,,number,,,,,,,,
,k'eekw,one (animal),,,number,,,,,,,,
,ky'ul,one (person),,,number,,,,,,,,
,gilbil,two (things),,,number,,1,,,,,,
,t'ipx_aat,two (animals),,,number,,2,,,,,,
,bag_adil,two (people),,,number,,3,,,,,,
,gwila'l,three (things),,,number,,2,,,,,,
,gwilan,three (animals),,,number,,2,,,,,,
,gwilun,three (people),,,number,,2,,,,,,
,tx_alpx_; tk_'alpx_,"four (things, animals)",,,number,,,,,,,,
,tx_alpx_dul,four (people),,,number,,2,,,,,,
,xwsdins,"five (things, animals)",,,number,,,,,,,,
,xwsdinsul,five (people),,,number,,2,,,,,,
,k_'oolt,"six (things, animals)",,,number,,,,,,,,
,k_'ooldul,six (people),,,number,,2,,,,,,
,t'ipx_oo'lt,"seven (things, animals)",,,number,,2,,,,,,
,t'ipx_oo'ldul,seven (people),,,number,,3,,,,,,
,g_andoo'lt,"eight (things, animals)",,,number,,2,,,,,,
,g_andoo'ldul,eight (people),,,number,,3,,,,,,
,ky'uxdaa'lt,eight (things),,,number,,2,,,,,,
,ky'uxdaa'ldul,eight (people),,,number,,3,,,,,,
,xwsdimoos,"nine (things, animals)",,,number,,2,,,,,,
,xwsdimoosul,nine (people),,,number,,3,,,,,,
,xbi'l,ten (things),,,number,,,,,,,,
,ky'ap,ten (animals),,,number,,,,,,,,
,xbul,ten (people),,,number,,,,,,,,
,xbi'l dik'i'y,eleven,,,number,,3,,,,,,
,xbi'l digilbil,twelve,,,number,,3,,,,,,
,xbi'l digwila'l,thirteen,,,number,,4,,,,,,
,xbi'l ditx_alpx_,fourteen,,,number,,3,,,,,,
,xbi'l duxsdins,fifteen,,,number,,3,,,,,,
,xbi'l dik_'oo'lt,sixteen,,,number,,3,,,,,,
,xbi'l dit'ipx_oo'lt,seventeen,,,number,,4,,,,,,
,xbi'l dig_andoo'lt,eighteen,,,number,,4,,,,,,
,xbi'l diky'uxdaa'lt,eighteen,,,number,,4,,,,,,
,xbi'l duxsdimoos,nineteen,,,number,,4,,,,,,
,gilbil wil ky'ap,twenty,,,number,,"1,4",,,,,,
,gwila'l wil ky'ap,thirty,,,number,,"2,4",,,,,,
,k'ildakhl wil ky'ap,forty,,,number,,"2,4",,,,,,
,xwsdins wil ky'ap,fifty,,,number,,"1,3",,,,,,
,k_'oo'l wil ky'ap,sixty,,,number,,"1,3",,,,,,
,t'ipx_oo'l wil ky'ap,seventy,,,number,,"2,4",,,,,,
,ky'uxdaa'l wil ky'ap,eighty,,,number,,"2,4",,,,,,
,xwsdimoos wil ky'ap,ninety,,,number,,"2,4",,,,,,
,k'i'y wil ky'apt,hundred,,,number,,"1,3",,,,,,
,k'i'y diky'ap,hundred,,,number,,"1,3",,,,,,
,niye'e,grandfather; grand-uncle (grandparent's brother),g_aniye'etxw,,noun,,2,3,,,"plurals are dip niye'e (collective), g_aniye'etxw (distributive)",,
,ye'e,grandfather; grandpa,,,address form,,1,,,,,,
,nits'iits',grandmother; grand-aunt (grandparent's sister),g_anits'iits'xw,,noun,,2,3,,,"plurals are dip ts'iits' (collective), g_anits'iits'xw (distributive)",,
,ts'iits'; jiits',grandmother; granny; grandma,,,address form,,,,,,,,
,nigwoot,father; paternal uncle (father's brother),g_anigwootxw,,noun,,2,3,,,formal version,,
,baap,father; paternal uncle (father's brother),,,noun; address form,,,,,,informal version,,
,baba,daddy; father,,,address form,,2,,,,this form is used by children,,
,dii'y,(woman's) father; (woman's) paternal uncle (father's brother),,,address form,,,,,,this form is used by women,,
,nox_,mother; maternal aunt (mother's sister),g_anoonax_,,noun,,,2,,,formal version,,
,naa'a,mother; maternal aunt (mother's sister),,,noun; address form,,1,,,,informal version,,
,nibip,maternal uncle (mother's brother); paternal uncle by marriage (father's sister's husband); uncle,,,noun,,2,,,,,,
,biip,maternal uncle (mother's brother); paternal uncle by marriage (father's sister's husband); uncle,,,address form,,,,,,,,
,bii'y,maternal uncle (mother's brother); paternal uncle by marriage (father's sister's husband); uncle,,,address form,,,,,,,,
,nixdaa,paternal aunt (father's sister); maternal aunt by marriage (mother's brother's wife); aunt,,,noun,,2,,,,,,
,dada,paternal aunt (father's sister); maternal aunt by marriage (mother's brother's wife); aunt,,,address form,,2,,,,,,
,k_'ahlaan,stepfather; paternal uncle (father's brother),,,noun,,2,,,,some use this form for a paternal uncle (father's brother) instead of nigwoot,,
,wak,(man's) brother; (man's) male parallel cousin (by maternal aunt or paternal uncle),,,noun; address form,,,,,,,,
,xhlgiikw,(woman's) sister; (woman's) female parallel cousin (by maternal aunt or paternal uncle),,,noun,,,,,,,,
,diikw,(woman's) sister; (woman's) female parallel cousin (by maternal aunt or paternal uncle); (woman's) daughter,,,address form,,,,,,,,
,gimxdi,sibling of opposite gender; (woman's) brother; (man's) sister; parallel cousin of opposite gender (by maternal aunt or paternal uncle);,,,noun,,2,,,,,,
,doots,(man's) sister; (man's) daughter,,,address form,,,,,,,,
,gutx_a'oo,cross cousin (by maternal uncle or paternal aunt); cousin,,,noun,,3,,,,,,
,o'os,cross cousin (by maternal uncle or paternal aunt); cousin,,,address form,,1,,,,,,
,hlguuhlxw,"(one's own) child; (woman's) sister's child; (man's) brother's child; niece, nephew (of same-gender sibling)",hlgi,,noun,,,1,,,,,
,hlguuhlxum gyat,son; male child; nephew (of same-gender sibling),,,noun,,3,,,,,,
,hlguuhlxum hanak_',daughter; female child; niece (of same-gender sibling),,,noun,,4,,,,,,
,guslis,"niece, nephew (of opposite-gender sibling); niece, nephew (of opposite-gender sibling)",,,noun,,2,,,,,,
,huxwdaak'in; guxwdaak'in,grandchild,,,noun,,2,,,,,,
,naks,spouse; husband; wife,niinixsxw; g_aniinixs,,noun,,,1; 2,,,"plurals are niinixsxw (collective, as one), g_aniinixs (distributive, various)",,
,hlams,in-law; parent-in-law; child-in-law,hlihlamsxw; g_ahlamsxw,,noun,,,2,,,"plurals are hlihlamsxw (collective, as one), g_ahlamsxw (distributive, various)",,
,ky'ootxs,sibling-in-law (of opposite gender); husband's brother; (man's) brother's wife; wife's sister; (woman's) sister's husband,,,noun,,,,,,,,
,gwijiis,(woman's) sister-in-law; husband's sister; (woman's) brother's wife,,,noun,,2,,,,,,
,wilaayasxw,(man's) brother-in-law; (man's) wife's brother; (man's) sister's husband,,,noun,,2,,,,,,
NEW START,alp'a,which one,,,clause modifier,,1,,,,WH modifier,,
,dip,(and) them; plural (human),,,plural,,,,,,,,
,ji,if; would; could; possible,,,modal; subordinator,,,,,,irrealis particle,,dep marker
,jidaa; jida,if,,,subordinator,,,,,,,,dep marker
,ii,and; then,,,subordinator,,,,,,"conjoins sentences, clauses",,dep marker
,guu; guxw,a lot; too much; used to; habitual,,,modifier,,1,,,,,"investigate guu, guxw, k'uxw across dialects - too much vs habitual usage",
,ligi,some; any; whatever; whichever; like; maybe,,,(modifier),,1,,,,domain widener,,
,lip,self; one's own,,,modifier,,1,,,,,,
,sil,with; alongside; in company of; fellow,,,modifier,,1,,,,,,
,wil,be; do; happen,,,intransitive verb,,1,,,,,,
,wil; win,that,,,subordinator,,,,,,complementizer,,dep marker
,yukw,be doing; be happening; progressive,,,auxiliary,,1,,,,,,dep marker
,hlis,be finished; be done; perfective,,,auxiliary,,1,,,,,,dep marker
,hli,the one; the ... of,,,(subordinator),,,,,,partitive; relative operator,,dep marker
,a,to; for; with; by,,,preposition,,,,,,,,
,aloo,to; for; with; by,,,preposition,,2,,,,,,
,g_o'o; g_oo; g_a'a,to; from; at,,,preposition; agreeing preposition,,1,,,,,,
,g_an,and; with,,,preposition; conjunction,,,,,,,,
,luutk'u; lutk'u,around; in a circle,,,preverb,,1,,,,,,
,siwa(t),call by (a name); refer to as (a name),,,transitive verb,,2,,,,takes special oblique (name),,T-verb
,sitwatxw,be called (a name); be known as (a name),,,intransitive verb,,2,,,,takes special oblique (name),,
,.'nidinsxw,witness; acknowledge,,,intransitive verb,,1,,,,,,
,dits'in,escort inside; enter with,,,transitive verb,,2,,,,,,
,diyee,escort; go with,,,transitive verb,,2,,,,,,
,anli'ligit,feast hall,,,noun,,2,,,,,,
,g_abi,number of; how many,,,quantifier,,2,,,,,,
,yukw(t),hold; carry,,,transitive verb,,1,,,,,,T-verb
,toost,belongings; possessions,,,noun,,1,,,,,,
,didaa'whl,leave with; escort away,,,transitive verb,,2,,,,,,
,g_ado'o,behind; the far side of,,,noun,,2,,,,,,
,hlag_ats'uu; hlog_ots'uu,others; the rest of,,,quantifier,,3,,,,,,
,t'ilx_oo,thoughts,,,noun,,2,,,,,,
,hets'im; heksim; hets'iksim,just; as if,,,clause modifier,,1,,,,,,
,sit'aatxw; sit'aatxws,start; begin; be the beginning of,,,intransitive verb,,2,,,,,investigate difference between -txw and -txws,
,sit'aa,start; begin; initiate,siwan,,transitive verb,,2,2,,,,,
,sit'aa'ma,start (to),,,intransitive verb,,2,,,,,,
,gwalx_yee'ns,pass down,,,transitive verb,,2,,,,,,
,hlidaa,since,,,subordinator,,2,,,,,,dep marker
,sik'ihl; si'ix,try (to),,,preverb,,1,,,,,,
,wats',exactly; precisely; perfectly,,,preverb,,1,,,,,,
,sityeexw,change; transform,,,intransitive verb,,2,,,,,,
,sityeexw(t),change; transform,,,transitive verb,,2,,,,,,T-verb
,luu sityeexw(t),exchange,,,transitive verb,,3,,,,,check and compare with sityeexw,
,disityeexw(t),trade with,,,transitive verb,,3,,,,,,
,g_asg_oo,amount of; how much,,,quantifier,,2,,,,,,
,hoo; hox_; huxw,again; also; as before,,,clause modifier,,1,,,,,,dep marker
,wila,how; manner; the way of,,,subordinator,,1,,,,T-trigger on transitive verbs?,,dep marker
,sibin,harden,,,transitive verb,,1,,,,,,
,luu sibin,tighten up; seal up,,,transitive verb,,2,,,,,,
,yukw,move; change locations; go,lukw,,intransitive verb,,1,1,,,,,
,Gitxsan,Gitxsan; people of the Skeena River,,,noun,,2,,,,,,
,Ts'imsan,Tsimshian people,,,noun,,2,,,,,,
,is,urinate,,,transitive verb,,1,,,,,investigate: wet oneself,
,.'nii is,pee on,,,transitive verb,,2,,,,,,
,gat(t),appearance,,,relational noun,,1,,,,,,
,sag_ayt g_oot; sag_ayt g_ooda,gather together,,,intransitive verb,,3,,,,,,
,sag_ayt g_oodin,gather together,,,transitive verb,,3,,,,,,
,.'nii t'aa(t),put on; set on,.'nii wan(t),,transitive verb,,2,2,,,,,
,didils,life; living,,,noun,,2,,,,,,
,luu hugwag_an,observe; follow; respect (a tradition),,,transitive verb,,2,,,,,,
,g_anuutxw,week,,,noun,,2,,,,,,
,kw'asin,break; shatter,,,transitive verb,,1,,,,,,
,sbag_ayt g_an,woods; forest; the bush,,,noun,,"1,3",,,,,,
,gunga'a(t),show,,,transitive verb,,2,,,,,,
,g_a'nakw(t),length; while; amount of time/distance,,,relational noun,,2,,,,,,
,g_an,reason for; why it is that,,,clause modifier,,1,,,,,,
,g_an,tool; means of,,,modifier,,1,,,,,,
,.'mits'in; 'wits'in,squeeze (with hands); mash; crush,,,transitive verb,,1,,,,,,
,sdik'eekw,sibling; playmate; (woman's) sister; (woman's) female parallel cousin (by maternal aunt or paternal uncle) ,,,noun,,2,,,,"historically this was likely a synonym of xhlgiikw referring only to a woman's sister or parallel cousin. In contemporary usage, it seems to be gender-neutral.",,
,si'mas,raise (of children),silimx_s,,transitive verb,,2,2,,,,,
,swit,sweetheart,,,noun,,1,,,,from English 'sweet',,
,doosda,across there,,,adverb,,1,,,,,,
,.'wihl,around; about; kind of,,,preverb,,,,,,,,
,ak_hlxw; ak_xw,manage to get somewhere,,,intransitive verb,,1,,,,,,
,liseexw,discuss,,,transitive verb,,2,,,,,,
,sin,hunt for (animal); harvest (animal),,,prenoun,,1,,,,,,
,singwiikw,hunt marmots,,,intransitive verb,,2,,,,,,
,sinhun,fish,,,intransitive verb,,2,,,,,,
,sisatxw,undergo ritual cleansing; purify oneself,,,intransitive verb,,2,,,,,,
?? (yak_?),yak_,hang,lislisxw,,intransitive verb,,1,2,,,,,
,g_adaax,perimeter,,,noun,,2,,,,,,
,sg_a hit'in,seal up,,,transitive verb,,2,,,,,,
,hit'in,?,,,transitive verb,,1,,,,,,
,hit'xw,?,,,?,,1,,,,,,
,sa'anjok_,make camp; make a settlement,,,intransitive verb,,3,,,,,,
,ants'ap,village,anjipts'ap,,noun,,2,3,,,,,
,sa'ants'ap,make a village,,,intransitive verb,,3,,,,,"what would plural sa'anjipts'ap mean -- multiple makers, multiple villages?",
,waatxw,cry; cry out,,,intransitive verb,,1,,,,,compare or merge with 'waa'atxw?,
,tk'ihlxw; t'ihlxw,child; youth,,,noun,,1,,,,,,
,anhee,what is said; what is felt,,,?,,2,,,,,,
,g_an hee,why it is said; why it is felt; reason for saying,,,?,,2,,,,,,
,g_an wil,why it is done; why it happens,,,?,,2,,,,,,
,daha'w,bring home,,,transitive verb,,2,,,,,,
,g_ay,which one; out of several options,,,?,,,,,,contrastive marker,,
,g_ay hoo; g_ayoo; g_ay huxw,here and there; this way and that,,,clause modifier,,,,,,,,
,uu'w,invite,,,transitive verb,,1,,,,,,
,sgat,be born,,,intransitive verb,,1,,,,,"compare with gat; gigat (be born, hatch)",
,t'aa(t),set; situate; have sit,,,transitive verb,,1,,,,,,
,gwiis,blanket; blanket regalia,,,prenoun,,1,,,,,,
,aatyasxw,visions; spiritual symbols,,,noun,,1,,,,,,
,ts'axw,impressive; intense; awesome,,,intransitive verb,,1,,,,,,
,t'am,mark; write,,,transitive verb,,1,,,,,,
,bukw,book,,,noun,,1,,,,,,
,silimx,make songs,,,intransitive verb,,2,,,,,,
,silimx,make songs about,,,transitive verb,,2,,,,,check to make sure it's productive this way,
,anga'la,symbolize; represent,,,intransitive verb,,2,,,,,check broader productivity,
,anga'la,symbol,,,noun,,2,,,,,,
,g_ooda,be empty; be all gone,,,intransitive verb,,1,,,,,compare g_oot: be empty from H&R,
,lax_yip,land; territory,,,noun,,2,,,,,,
,gi'y,look for,,,transitive verb,,1,,,,,,
,sag_ootxw,idea; plan,,,noun,,2,,,,,,
,didilx_xw,be shiny,,,intransitive verb,,2,,,,,,
,ts'atxw,be shining (of sun); be sunny,,,intransitive verb,,1,,,,,,
,ax_'algax_,be unable to speak; be without speech,ax_'al'algax_,,intransitive verb,,2,3,,,,,
,anook_; nook_,like; enjoy,,,intransitive verb,,2; 1,,,,,,
,yeex_s,visit,,,transitive verb,,1,,,,,,
,bee'esxw,wait,,,intransitive verb,,1,,,,less formal variant of gibee'esxw,,
,ba,wait for,,,transitive verb,,1,,,,less formal variant of giba,,
,k'i'lixs,one (group of people),,,number,,1,,,,,,
,ak_,lack; not have,,,intransitive verb,,1,,,,,,
,g_ani,all the time; continually; still; always,,,modifier,,1,,,,,,
,gyootxw,move within (water),,,transitive verb,,1,,,,,,
,wilaakw(t),do something to,,,transitive verb,,2,,,,,,
,t'uu'w,feast,,,noun; intransitive verb,,1,,,,,,
,sag_ayt wan,meet; have a meeting,,,intransitive verb,,3,,,,inherently plural verb,,
,miyuxws,smell good,,,intransitive verb,,2,,,,,,
,g_as; g_aks,only then; finally; at last,,,clause modifier,,1,,,,,,dep marker (?)
,yantxw,?,hinyantxw,,?,,1,2,,,,,
,hinyantxw,be amused,,,psychological verb,,2,,,,,,
,hinyantxw g_oot,be amused,,,?,,"2,3",,,,,,
,x_sdaltxw,make noise; make a sound,lax_sdaltxw,,intransitive verb,,1,2,,,,,
,x_sdaltxw,noise; sound,,,noun,,1,,,,,check to see difference between N and VI? different plural or same? modification?,
,gaks,be peaceful; be calm; be silent,,,intransitive verb,,1,,,,,,
,x_shaneek_,snore,,,intransitive verb,,2,,,,,,
,anhahla'lst,work; workplace; job,,,noun,,3,,,,,,
,yaltxw,go; turn; return,,,intransitive verb,,1,,,,,"try this out on its own, not with luu",
,diyaltxw,return; give back,,,transitive verb,,2,,,,,,
,lax_'nisxw; nax_'nisxw; x_a'nisxw,listen; hear,,,intransitive verb,,2,,,,,,
,hlguxws,be unable to get somewhere,,,intransitive verb,,1,,,,,,
,hlguxws,be unable; can't,,,?,,1,,,,,check: transitive verb or auxiliary?,
,g_os,be unable; can't,,,auxiliary; transitive verb,,1,,,,,,
,ha'niiyo'oxsxw,sink,,,noun,,3,,,,,,
,an'ixw,fishing rod; tackle,,,noun,,2,,,,,,
,looyk,drift; float; move (in water),,,intransitive verb,,1,,,,,,
,esdiwaal,accident; mistake,,,noun,,3,,,,from the coast (Sm'algyax/Coast Tsimshian); can refer to events in the feast hall which require compensation from the offending party,,
,hlo'otxw,be seen; appear,,,transitive verb,,1,,,,,,
,ksi hlo'otxw,appear; come out,,,intransitive verb,,2,,,,,,
,luu hlo'otxw,transform into; appear as,,,transitive verb,,2,,,,,,
,mihlasxw,glass; jar,,,noun,,1,,,,,,
,anda'uut,oven,,,noun,,3,,,,,,
,hligwi,relative,,,noun,,2,,,,,,
,sook_,square,,,?,,1,,,,,,
,habahlx_anasxw,rolling pin,,,noun,,2,,,,,,
,twa'lixs,stir; mix,,,transitive verb,,1,,,,,,
,twa'lixsxw,be stirred; be mixed,,,intransitive verb,,1,,,,,,
,siipxum hlox_s,period; menstrual cycle,,,noun,,"1,3",,,,,,
,k'ila; gila,go by (?),,,preverb,,1,,,,,check other combinations than k'ila daa'whl k'uuhl,
,da'witxw,bring,dibakw,,transitive verb,,2,2,,,,,
,gwaa'y,over and over; continually; keep doing,,,clause modifier,,1,,,,,check to see if it can host 2pos clitics?,dep marker
,.'wii'u,like; enjoy,,,transitive verb,,2,,,,,,
,k'aa,most; extremely; very,,,modifier,,1,,,,,,
,g_aseexw,front; before,,,noun,,2,,,,,,
,ansahun,fishing grounds,,,noun,,3,,,,,,
,ansiilinasxw,hunting grounds,,,noun,,3,,,,,,
,ansimaa'y,berry-picking grounds,,,noun,,3,,,,,,
,t'imist,write; be written,,,intransitive verb,,2,,,,,,
,ansa'anaax,flour,,,noun,,4,,,,,,
,x_sbidixsxw,be lukewarm,,,intransitive verb,,1,,,,,,
,gwiseek_,show; demonstrate,gwiiseek_,,transitive verb,,2,2,,,,,
,.'man,slather; spread; rub with,,,transitive verb,,1,,,,,,
,t'ak'in,fold; roll,,,transitive verb,,1,,,,,,
,x_hlaa,away; alone,,,preverb,,1,,,,,,
,x_hlaa mak_(t),throw away; leave behind; leave alone,x_hlaa t'ahl(t),,transitive verb,,2,2,,,,,
,x_hlaa ky'ul,be alone; be on one's own,,,intransitive verb,,2,,,,,,
